title,review_text,true_label
Great Linux Start Up book buy it!,"This book is great it will get anyone that does not know a single thing about linux up and running in no time! It even comes with the popular RedHat Linux 5.0 distribution all the tools you will need are also included on the CD. Great book, go out and buy it.",1
"A stunning, lyrical tale","Though it has flaws, heaven knows, this tale of trampled innocence is moving, at times beautifully written, and deeply satisfying. If the title character's quasi-religious epiphany at the end doesn't reach quite the heights of profundity the author clearly intended, it nevertheless evokes a powerful sense of empathy and pity from the reader. The antagonist's final actions before abruptly departing from the pages of the novel are mysterious indeed (a less polite reader might attribute this to the writer's clumsiness), but in some ways fit perfectly into the novel's existential scheme. An awfully good read.",1
A Thrilling Conclusion to the Series!,"Angel Fire East is a thrilling conclusion to the Running With the Demon series. Living near the real-life Hopewell IL. (Sterling), I could visualize all of the streets, parks, and landmarks described throughout. I felt the action in this book was comparable to the first book and MUCH better than the second book. Although predictable at some points, the ending is truly unexpected. We real life Hopewell residents can only hope that there will be a fourth book down the road. The entire series is a must read for all Brooks followers.",1
Very light comedy,"This is what might be called a ""light romance"" and not a screwball comedy at all. It's about a family of con artists that goes straight after encountering a generous old lady. The casting is poor. (It was nearly Gaynor's last film, for obvious reasons. Richard Carlson is wasted entirely, and Fairbanks is wholly unconvincing.) There are no laughs. Some of the sets are incredibly phony. And in the end the director had to rely on a parade of pups to generate good feelings. In short, this is a time waster, alarmingly out of step with the great comedies being made at the time. It's hard to believe that Selznik could be so clueless.",0
Great to add for a gift,"Nice way to add what is inside the jar, also I like that it goes on the lid instead of the jar.",1
math text,"good for professionals. not so appropriate for an introductory course to building trades, in my opinion.",1
"Father Donald Cozzens in Commonweal (March 23, 2003)","In times of crisis, effective leaders understand the urgent need for honesty and candor, for the kind of truth telling that allows for healthy, creative responses....It is one of the graces of crises that truth telling unfetters the imagination and offers hope and direction...In the present church crisis, Paul Dinter emerges as a significant truth teller...Dinter has succeeded in writing a brave memoir and a penetrating critique of the current structures of the institutional church.",1
DVD already,Put the show on DVD already!!! They haven't even syndicated it...is someone holding the originals ransom or something?,1
As described by other reviewers,"Product is cheaply made as described by others, but equivalent to the price. The logo on the hat is just a sticker which was stuck to the packaging and came off upon opening. As the options for Thomas are fairly limited, this is not a terrible costume and should last a few wears. Hangs down to just above the shoes of our 2yo so it would probably fit up to a 4yo.",0
Missing a few essentials IMHO,"Temp review for the quick read I did as I just sold the book:Well written for the most part, easy to follow.Negatives:Federal Reserve Act relegated to one sentence. The nefarious legislation of 1913 affected this country in so many ways, it deserves at least a page.The CFR (Council on Foreign Relations is not even mentioned) Inasmuch as the majority of our 'leaders' in this government are members of this secretive society I assert it also deserves at least, one page.Why do authors continue to relegate footnotes to some distant part of the book, thereby aggravating readers to no end ?Holy Alliance ? This term is used without defining what he means.Possibly in the next edtion the author might add a bit of discussion about how corporations, foundations, associations and the shadow govt play a part in our 'foreign policy'.all for now",0
Common Sense Book,I have read about half of the book and i dont even want to read the other half its just not interesting at all. The writer talks about basic information nothing special.,0
You could do so much better.,"""Take Her To The Zoo"" is a seven song EP from Albany newcomers the VodkaSonics. The experience of former Subduing Mara bassist Brendan Slater and former Bloom drummer JJ ""Hollywood"" Hogan can't make up for the obvious inexperience of singer/guitarist/songwriter Seth Powell. These sound like they were probably the first seven songs he ever wrote, and the hooky basslines only attempt to disguise the near-total lack of personality in the rest of the music. I guess we can only hope that Powell goes out and listens to some Elvis Costello and the Attractions records (as Slater clearly has) before he writes his next record. There is a bright spot or two (hence the extra star). ""Knock Me Down"" is actually a bright , hooky pop tune that will more than likely stick with yoy, but from there on, you'll notice the similarities in each and every song. Sorry, guys, but you could do so much better.",0
Pretty good selection,"This is good if you're looking for something different. Lots of songs from the same thing (Oliver, Beatles, Elvis), but also a smattering of other ones. Even though there are a lot of the same faces, there are still a lot. It's going to take you a while to work your way through them anyway, and for the amount of songs there, it is a good deal. Good songs, too, just in case you're worried (i.e. no Mexican Hat Dance).",1
there are better latin videos,"This video was ok. The set and the instructor are likeable but the instructions were horrendous - you had no idea where she was going until she was already into the next move. I agree with another viewer - Kathy Smith's Latin workout is MUCH better than this - better instruction, more authentic Latin music & moves as well. But for 10 bucks, it's not bad if you just want another tape to keep you from getting bored.",0
Reinventing the Bazaar: Two Thumbs Up!,"Reinventing the Bazaar used real-life examples to make markets understandable to any reader. From pharmaceutical companies to the Tokyo fish market, McMillan brings markets alive right in front of the readers' eyes. He attempts to demystify the mystery behind markets, and in my opinion, he succeeds. Each chapter presents a new market setting which McMillan uses to illustrate his various points. While the book has an economic undertone, the level of writing is not above the understanding of even a high school student. All terminology is explained not only with words, but with examples, as well. The book was enjoyable, especially if you have little familiarity with various market settings. However, I would encourage anyone to read this book because even the experts on markets will have their knowledge enriched by this book.",1
This movie is so tired.,"Let me say this straight out... the movie is fictional. For me to try and understand, truly understand, how corrupt business and politicians have hijacked our foreign policy by watching this movie, would be like trying to understand the dogma of the Catholic church by watching another work of fiction, ""The Da Vinci Code"".Are we Americans so stupid in our understanding of international history, and the currents and eddies behind world events, they must be explained to us through fiction? If so, we deserve our current predicament, which should only worsen our ignorance.I challenge filmmakers to educate us with accurate portrayals of history. OK, so these movies may not have headliner opening weekends. But truth will educate throughout the years, and a movie true to history will continue to teach even when it sits on the DVD",0
Pretty darned cool,"This isn't my favorite Date book by any means, but it does go into the finer details or Codd's work and it does so at a level that really does Codd's work justice.If you aren't really into Codd's work, and you are trying to find an intro to DB Theory, this definitely isn't for you. However, if you are looking for a great theoretical analysis of one of the greatest mind's in Computer Science, this is a great book.",1
Looks good,"Honestly, I didn't notice much difference when putting it on my microphone. I guess it might help somehow. But it fits very well with my Audio-Technica ATR2100-USB microphone and looks super cute.",1
Filler for free shipping!,"While I added this item to my cart primarily to take me into free shipping awesomeness I did appreciate that this item isn't complete junk. It's actually useful for hanging stuff on your walls. Of course they leave little pinholes where you pinned something up but it's small enough not to matter. Price is good, items works as described. NO com",1
Great popcorn popper,"It is simple to use , and it's trivial to measure the right amount of popcorn to be popped. I've had one for 6 years and it's still working great. This new one is for my other home...",1
not what expected,"I was looking for a yoga routine for my husband and myself to do together, like one that you would do if you were to take a class, so we got this dvd, but there was too much talking in the begining and soft porn type of sections where the people are doing their yoga without clothing. It just was not the type of yoga routine that we were looking for, we really were hoping for a boding routine that went smothing from one postion to the next not one that talked and they just showed the position without explaining how to get into that position. Could work for some but jsut not our style",0
"Strong, but not Perfect","Pantera's second non-hair metal album, and not aaa bad one. Phil's vox on this album have become a might too monochromatic and aggro, when compared to Cowboys from Hell, though. The songwriting is similarly more catered to the aggro crowd than on Cowboys. Don't get me wrong, Pantera's thrash sesibilities are stronger than the nineties mallcore leanings by far, but the riffs are just a might too simple and chunky. Dimebag's leads are quite impressive, the man had a gift for pinch harmonics. Overall, a good but not great release.",1
really good,i think this book is very good. its a bit hard to understand it you havent read the first 4 books. thats the only setback of it,1
Perfect tool,"Cleared up my drain within seconds. Highly recommended! It says not to reuse, but I found that if you use a paper towel to shield your hand from the sharp edges you can clean it off easily.",1
OK for desk top phone - won't work as wall phone,Just wanted a simple corded phone to use on the wall in the basement. Receiver will not stay in place when using as a wall phone so it is useless as a wall phone. For the low price it is not worth the shipping costs to return. No issues with Amazon but it should not be advertised as a wall phone.,0
"Was excited, but not anymore...","I was really impressed when this set arrived; it is very attractive & they were perfectly sharp right out of the box. I couldn't believe what I paid for them, but then I quickly learned that you get what you pay for. One time through the dishwasher (box states: DISHWASHER SAFE) and there are already rust-spots... Needless to say I'm not impressed with this product.1 star for appearance.",0
different but fun,"By my count there are about 6 or 7 Harvest Moon games out there for various systems, so Natsume must be doing something right. In fact, they recently released number 3 for the Gameboy Color.On Save the Homeland, the graphics are much improved (obviously) from any other version on the market. I have been playing it now for just a couple days, and I am already hooked. From what I read, the game focuses more on interaction with the townspeople than it does making money. I don't really agree with this; making money seems to be the primary goal. Plus, the people that I keep running into on an (hourly) basis don't have a whole lot to say or do. They are just sort of roaming around, and tell you some little cheesy statement about life.I do have one question; where in the...is the dog food?",1
The funniest game you'll ever play,"This game is endlessly amusing and super easy for almost everyone to play. All the details are super delightful, from aquiring 'young 'ens' to getting a 'rig' and getting married (and divorced and remarried) the options are endless, you'll never have the same journey twice. The game even offers suggestions on different ways to play and an expansion pack which offers even more options. By far the best game I've purchased, I reccomend it to anyone who wants a laughter filled, light hearted evening.",1
Horrible!,"This CD is a disgrace to loyalty!I like the beats Eminem made, but they didnt fit the vocals. He either slowed down or sped up Tupac's voice to match whatever beats he wanted to use.Ghetto Gospel is one of the worst songs on the whole album. The voice is so slowed down and more than 70% of it is missing from the original, whats up with that?Not to mention in the song Loyal To The Game. He takes out the 2 original people and adds G-Unit? What the ****? All that song sounds like is mis-matching verses that have nothing in common.Don't buy it, it isnt worth it. If you REALLY want it, download it, but don't give Tupac's mother any money. I can't believe she allowed this to happen. This is the worst CD ever put out in Tupac's name.",0
Neglected masterpiece,"Back when bands were somehow able to make live recordings full of surprises, excitement, and occasional group improvisation, this one is a diamond in the rough. I've owned the vinyl for well nigh 25 years now, and the utterly unadorned sounds of the guitar, the bass, the drums, plus the howling voice of Paul Rodgers - why, it's primal blues rock at its sparest ... and most devastating. Andy Fraser's bass lines are lithe and kinetic. Paul Kossoff wrenches notes from the neck of his Les Paul in a style that still sets him apart from all who have followed. He left us far too soon. Only complaint is the haphazard rendition of ""All Right Now"" - (they were probably sick of it by then).",1
author is capable of much better than this,"I have read a number of Linda Howard books and waited impatiently for the publication of this one. What a disappointment! The characters and plot were very underdeveloped and the book, in general, was boring. Linda Howard is an excellent author and is capable of much better works than this book. Linda, please write us a worthy successor to ""Son of the Morning"" and ""Dream Man""!!",0
Good idea - poor design,"While the iGo Juice is a great idea and potentially useful for travellers, after 4 uses the end that connects to the PC adapter snapped right off. The design of the tip is far too flimsy especially for travel. (Two of the four uses were at home, two on the road)Calling technical support didn't help either - no return call after two attempts.Good idea - poor design, not great customer service. If Mobility improve their design, I'd certainly consider trying again. But until then - back to one plug per gadget!",0
"great writing, scenery and acting!","I love it; makes american mystery shows seem silly and boring! Nine more words? Great, great and still great! What fun!",1
"Pompous, Pretentious, ----","These are all pseudo-intellectual, academic wannabe articles that are completely full of s*** and have no value. You can flip through and read any one sentence and come to the same conclusion. Completely useless, except to other 'academics' who like to BS in order to pretend that they have some use to the world.",0
Great machine that lasts and it's made in the USA!,"We just purchased our third machine, not because they broke, we just needed another one. The first one I bought was about 8 years ago and it's still going strong. The great thing about this machine, besides being made in the USA, is its range of volume from barely over a whisper to loud enough not to here what is going on in the next room.",1
Comic Book the Movie,This is a real treat for anyone who loves Comics. The special features alone were worth the movie price. Mark Hamill really gave a heart felt love letter to the Comic Fans. I really enjoyed picking out the voice over talents of some of my favorite cartoon stars as well. Mark truley hired a great grup of men and women who are all talents we dont get to see infront of a camera and gave them a plat form to do their stuff. His integration of the fictional comic book charater in to a real life comic book convention was fantastic. And of course it is always great to see Kevin Smith and Stan Lee.I believe everyone who loves comics as I do will get the inside jokes and the love of the industry and if you werent a comic fan before you just might be after you watch.Great job Mark!!!!,0
Great Price! Great Book!,The price was great and the book arrived in good shape on time. I now have both the hard and paperback copies of this collection. One of the best historical text around.,1
An absoute must for the experimter,"This is an absolute classic. Used as a college text, it is still very relevant to the backyard scientist.",1
My 18 month old's favorite video!,"My son has been watching this video for several months & it is still his favorite video! Everyday, he gives me the dvd to put on & watches it over & over & over. It's great for infants & toddlers because it's all music & the characters are cute little babies. My son loves music & loves to dance so it keeps him glued to the tv. He can't get enough of it! It tells several short musical ""stories"" about Baby Elmo, Cookie Monster, Big Bird & Prairie Dawn. In each story, it shows real babies & their mommies dancing too. This is a great video & a nice change from the traditional Sesame Street videos.",1
"Makes me want to run through fields barefoot on a warm, summer day!","Some bands try to write songs that give the listener beautiful imagery that transports them into a different world or to a different age. Some succeed whereas some sacrifice melody to do so. Sam Beam, however, succeeds more than any recent artist that I can remember. There's a special feeling you get when you listen to it - it takes me back to a kid in simpler times during summer vacations where we would play outside for hours and be content laying on the grass and staring at the clouds. With his hushed vocals and sparse instrumentation, Iron and Wine sets the standard for bands to follow. Highlights include: On Your Wings, Naked As We Came, Sunset Soon Forgotten, Radio War, and Passing Afternoon. His voice sounds one part Elliott Smith, one part Sufjan Stevens, and one part Beck (in Sea Change). The best thing about this album is that it has a timeless feel to it, because it will always transport you to a different world.",1
Don't miss this one!,"A must have album! Nothing in the world can bring tears to my eyes like the voice of the young Mary Travers as in 500 miles and There is a Ship. I was hoping that when the album was re-mixed that they would lower the volume of the applause after each song, but alas, they didn't. Even with the loud applause, the album is a hit and should be a part of everybodys collection.",1
The Great Grimmerie,This book has all a Wicked fan could ask for. From cast members to pictures and from songs to scrpit and much more I saw the show and bought the Grimmerie. I got it for $40 but it was worth it this book has everything and the pictures and cover are nice. They have the words to all the songs they have the story of wicked from brainstroming to broadway and they have the scrpit. They also have all the cast members talking about their charecter. And I lot more speicle stuff that you will have to see when you buy the book. So if you love like or just think Wicked is o.k. you have to get this book.,1
Can't work with Multiple Devices at the SAME TIME,"I got this and two Sony Bluetooth headphones for my parents as Christmas gifts. They watch many British TV shows and have difficulty understanding the dialog sometimes due to the accents. We thought two wireless headphones would be great. After extensive online research and reading all these raving reviews, we decided on this one. Unfortunately, no matter how hard we tried, we could not get both headphones working at the same time. My wife then read the whole instruction book. On page 20, in tiny fine print, it says ""This unit cannot be connected to multiple devices at the same time."" This is ridiculous! It renders the device utterly useless for our purpose, but the fact that it can only be paired with one headset at a time is hidden deep in the instruction manual. No warning given! We have wasted our money and are very, very, very disappointed.",0
"Pure, unadultered emotion.","In the book ""Furacao Elis"" the author writes about the difficulty between Tom and Elis in recording this album, as both ideas of what the album should be, differed radically. Through the anger and joy in finding a collective idea as to what direction the album should be moving in, one can hear the range of emotions in each of the artist's voices. Elis Regina and Tom Jobim's ""Aguas De Marco"" is with all sincerity the most truly emotional and unpretentiously sophisticated song I have ever heard in my life, and for this it continues to be, in my opinion, the greatest work not only of Jobim, but of any of his contemporaries.--Taylor",1
Ghost Soldiers,"Can't wait for a movie. It was great. couldn't put the book down. It also brought to light how the men felt about Gen. McArther, somthing I did not know, and how the men were on both sides. It kept you with the rangers but yet did not take you away from the POW's.",1
Unlikely,I have received 2 copies of this movie and neither one of them plays. I love the movie itself so I'm very disappointed it doesn't work!,0
Atomic Clock,"You charged me shipping charges and the e-mail said that if I bought an item over a certan amount that I would not be charged shipping.The big thing is, the clock has a outside tempature monotor and the 1st time it rained it quit working. I have tried everything to get it working ie, replaced bateries, etc. It still a no go.Chuck LewisLa Crosse Technology WS-8117U-IT-AL Atomic Clock with Remote Temperature (Purchased on 07/09/2009)by La Crosse Technology",0
Surprised...,"Be sure to read the find print. I was planning on using this book as a tool to help me identify and treat skin conditions in clinical practice. There are no pictures in this book, which for skin conditions you would think wouldbe a necessity. If you don't need to visually see the skin condition then you may be able to use this book, but as for me it sits unused on the shelf.",0
Nice Explanations,This book is a great book for people inturested in Personality Phsychology. It gives clear explanations and if it's still unclear it will give an example or two.,1
Misinterpretation of Satie's music,"The poetry, subtle energy and elasticity of Satie's music is entirely lost in De Leeuw's interpretations. The pieces are drawn out to an extent where each note becomes a fragment that does not add up to a whole. The music of Satie thus becomes as unengaging as elevator music.Eric Satie was a restless and discontented innovator who barely had finished with one musical style until he moved on to the next. This tireless energy can be found in other recordings of Satie's music - most notably by Anne Queffelec - where even the most famous of Satie's composition, the slow Gymnopedies 1-3, reflect Satie's dynamic persona.In order to profoundly understand music and see it from the inside, it is necessary for the interpretor to understand its composer. This is not the case with De Leeuw.",0
Not a good ending...,"I enjoyed much of the book. It was a great experience to read how people experience religion, ritual. Creation of miths and mysticism's neurological definitions were great. Relations of brain higher, sophisticated regions within themselves and to lower, primitive regions were defined clearly. But the last 2 chapters assumed the existence of God and that's a big shadow on the book. Science does not deal with God. So writers clearly put their personal, subjective experiences in life to a ""scientific"" book. Great beginning, poor ending.",0
This book is small,I was expecting a full size hard cover and got a mini me hard cover book. Paid a hard cover price. Should have went to Barnes and Noble. Will next time.,0
Not what I expect from Justin,"I have worn Justin Brand boots for 20+ years and I really thought these were fake when I first put them on. These are stiff, rubber soled, with a very thin insole. My 10 year old Justin boots were comfortable the first time I put them on so I bought 2 pair. My previous Justin boots were the best most comfortable shoes I ever wore so I am very surprised by these.I pay about this much to have a new sole put on my old Justin boots so it seemed like a bargain until I tried them on. My cobbler says he can't replace the soles because they are rubber. He can only replace leather soles. I deleted every clothing item I was considering to buy from my Amazon wish list. I was just so disappointed.",0
"Roses are reds, violets are blue, this movie is recommended for you!","A warm and rather lighthearted movie that is pleasing to most tastes and obviously uplifting to the vast majority of reviewers here at Amazon. Not a whole lot of character development throughout the movie, but the characters are rather endearing nonetheless. Some will be skeptical as to the plausibility of such a prison set up, but it was refreshing to see an approach to incarceration that offers some real rehabilitation and redemption.",1
Brought Me Out of the Closet,"I used to be ashamed of being gay, in many ways, I still am. But this book helped me embrace my inner 'mo. The other day, I was brave enough to discuss a homoerotic fantasy in public! Namely the one [...] In other words...I'm Positively Gay!",1
Disappointed after reading great reviews,"This movie got great reviews so I looked forward to watching it. I'm an Aussie living overseas so like to watch as many Aussie movies as I can, and almost always enjoy them. This was the exception. There were just too many parts of the movie where the story line didn't make a lot of sense. Then there was all the 70's ""artsy"" stuff which was a turn off. I will keep it in my collection but probably won't watch it again.",0
God Sent,I was so glad to have been able to have found this product on your site. It is the best cleanser that I have been able to fine to take care of my skin.,1
DOES NOT FIT,"Is not even compatible with my 2004 Toyota solara, pins aren't even close to matching. Size not even close either, waste of time and money.",0
"Good book, but not quite what I hoped for...","I am a small group leader, and needed both a historical and theological perspective regarding Satan. Pastor Lutzer provides some limited historical material, but his main focus is the theological aspects concerning Satan and his relationship to our all-powerful God. Despite the limited historic information, it is still quite a good book about Satan, and I highly recommend it. I really appreciate Pastor Lutzer's religious books!",1
another G raided album,raided came through once again. i dont think this cd has many songs that arent tight. buy it if you like raided.,1
BUYER BEWARE!!!,"This company does not live up to their promises when supporting their products. Once they sell you a product, you are essentially on your own if if breaks or does not work as advertised. I do not recommend purchasing ANY of their products. They will leave you high and dry!!!",0
hmmm...,"This is not one of Madness's better albums. They were just starting to chart the waters between ska and pop, and it was kind of rough sailing. The singles are okay, but the album as a whole is pretty much forgettable.",0
little value,I bought this for my son when he turned 2 as he is a runner. He thought it was cute but there was no way we keep him from removing it from his clothes as it just clips on. We tried butting it in a pocket of his clothes but could not get it to work. We were better served by the backpack monkey harness. I couls have sold 20 of those in the airport during out trip.,0
Mob story,"I was looking for a good mystery. This story is primarily about a young chef's experience with the mob. The environment is more New Jersey ""Goodfellas"" than a kitchen. Mob pressure , crime and threats were not what I hoped to find in the story.",0
Cute Book!,This book is really adorable. My son loves to feel the textured web as it gets closer and closer to being finished with each page. He also likes to look for the fly on each page. I'd recommend it to anyone!,1
Not a good ROMANCE,"Linda Howard is usually one of the best romance writers out there; I must say that I was rather disappointed with her latest book. While it does portray a woman of extraordinary strength with courage etc., it also fails to make convincing the emotions between hero and heroine. They don't meet(in the flesh, so to speak) for way too long. Ms Howard's focus was definitely on Grace, not the relationship between the lovers, and I personally found that when they did meet, their love tended to be purely sexual. While I enjoy hot love scenes, it's certainly not to the exclusion of any of the finer feelings...I found this to be more a book about a woman discovering herself anew rather than a couple building towards a life together. I hope Ms Howard returns to her usual highly emotionally charged love scenes and close intimate relationship focus for her forthcoming work",0
Fantastic Book,"I have already used many of the tutorials in this book. They are clear and to the point also including variations so you can achieve different looks. My Jade and ivory beads turned out great, can't wait to do more.",1
At the top of his form!,"GS and BJ were a awsome duo.You don't have to agree with the politics in order to enjoy it. He is an powerful musical poet who recorded a string of jamming albums that moved your soul as well as your feet. GS is a balladeer of moving emotions just listen to ""Winter in America"". One only hopes that he can shake his demons and return to form! Buy It!",1
Not What It Used To Be,"My last Hot Tools flat iron lasted for 15 YEARS of professional use. So, when it finally died recently I didn't hesitate to buy another. But, like everything else they don't make them like they used to. On about the tenth use, I turned it on to heat up and it made a popping sound, started to smoke and the handle melted. I had owned it for 35 days, (five days past Amazon's return policy) so I can't return it. I'm stuck sending it back to the manufacturer and paying shipping both ways. Boo!",0
Missing pieces,"This was my second time buying this police costume for my son. The first time I returned it because it didn't include everything it says it's suppose to; it was missing the cap, plastic baton, handcuffs, radio, badge, and get real gear. Basically all it included was the police jumpsuit and belt. I had hoped it was a mistake and purchased it a second time but I received the same thing. my son was extremely disappointed, I would not recommend buying this product.Jr. Police Officer Kids Costume",0
Great Story well written and told,You'll get the most out of this story if you play golf. If you've watched golf then you'll get something out of it. This story revolves around a game between the two best players in the 30's and a local hero. Golf is a metaphor for life and the story is told brilliantly. Highly recommend.,1
Ho Hum,It was developed in 1300 AD. They shared ancient world paganism. Man was a creation of god. They lived in towns. The knights adhered to chivalry and priests & monks lives were based on religion. The church was concerned with this life as well as the next. Leonardo da Vinci personified the renaissance spirit.,0
An expensive mistake,"All the functions work well except the alarm is very soft.After wearing it on my belt loop for one week, the carabiner clip came off the watch allowing it to fall to the ground. The watch was not hurt but it is of no further use since it cannot be used on the belt loop as intended.",0
Very Compelling.,"This book really pulls you in. As both the authors write independent sections, the book has a ""journal"" quality. I tore through it in a day, and I must say, it has really made me think seriously about my faith (Catholicism), and how much I take it for granted.",1
Better than the Original,"Mario & Luigi: Partners in Time is even better than it's predeccessor, Mario & Luigi: Superstar Saga. This game has and even better battle system, the boss battles are longer and more challenging. Before this game, I was getting sick of boss battles that could be beaten in less than 2 minutes. This game makes the boss battles harder too. It's also a long adventure that will take you around 25 hours to complete, and it's worth replaying. Overall, this is one of the top 3 Nintendo DS games. I rate this game 94.5/100.",1
Wrong Breadbox,"The item that I received and paid for was not ""Brabantia"" brand. It was Home Basics that I could get a most houseware stores for $15. It was not packaged just came in its origianl box. The items was bent in several places, therefore I just sent it right back.",0
Only For Beginers,"In my opinion, this book is not worth buying, unless you are truly a beginner. And even then, you will quickly outgrow this book. It contains practices that you can quickly pick up at the stable where your lessons are. To learn them from others at your stable will more likely help you, because it will be in more detail and you will watch someone do it.",0
Bra,Very poor support and material is not of a good quality. Would not recommend as one that can help posture.,0
Few comic books can claim to be Literature,"This is an excellent book, I encourage you to buy it today!Most comic books are shallow, ridiculous stories with flat, uninteresting characters. The issues are painted in black and white and one side is explicitly presented as the side of absolute Good. The Watchmen is different. The story is multifaceted and the characters are much more complicated than they first appear (In fact, I also recommend that you read the book at least twice!). There is no faction in the Watchmen that can claim a monopoly on ""Truth, Justice, and the American Way,"" and no assumption that this is desirable or even possible. Without qualification, this is the best book I have read for pleasure in a very long time.",1
Product not as advertised!,"The actual TV event on Lifetime with these women was incredible! I was hoping this CD was the audio of the show and those performances. Instead, it is merely a compilation of songs from each of these artists' own CDs. In most cases, I have the songs already. I was very disappointed. The a capella version of Ooh Child with Cyndi Lauper and Destiny's Child was unforgettable. And when else are you ever going to see Amy Grant and Melissa Etheridge sing together?! And my favorite was when all the women who played guitar sat around a jammed 5 or 6 songs together...priceless!! I wish someone would put out a DVD of the actual show so we could all enjoy the audio and video from that remarkable evening!!",0
Nice features but No range,This phone has about a 20 foot range before it starts cutting out. It has great features but you can't really move all about your home.,0
I love this book!,"I really have enjoyed this book. I have made so many baby sweaters from it for gifts and charity auctions. The instructions are very easy to follow and it has a variety of sizes, from 0-3 months - 12-24 months.",1
Fabulous Diapers,"For the first six months of our son's life, we used Pampers. We found them to be better than Huggies. Then we were introduced to Seventh Generation diapers. Not only are they environmentally friendly, but they are a perfect fit for our son. He is taller than most babies, and very skinny. We find that these diapers work well for us. He is in a size 4 and there is still a lot of room to grow.We love that these diapers do not leak and fit snuggly. The natural color is perfect too. We could not be happier. We would highly recommend this product.",1
I am disappointed,"I feel nothing but disappointed...I was expecting to watch some essences of Academy Award show for last 30 years, but I got nothing but the shortfilm of nominated movies...Totally different to what I expect..If you have same expectation as me, which is just to watch the ""orginal"" award show and their acceptance speeches, DON'T BUY IT",0
French Version of Relic,"In case anyone was wondering what this book was, it is the English translation of the French Translation of 'Relic', not a new book or rare one.",1
Incomplete,"In general I have been happy with Target furniture, but this piece arrived without directions. When I complained to Target and then to the packing company, they assured me I would receive a replacement directions packet within 3 working days. It has now been two weeks and the pieces are still sitting in my bedroom. It has been a frustrating experience to deal with these companies.",0
It 's cute.,"This not the size i expect from the picture. But I love the tiny size it has. It's sooo cute and tiny. Perfect for single person. Though it's a bit burned at the bottom when cooked, but it's easily removed by water and the burned rice taste good at some points. lol",1
Nice yoga mat,"This is a nice yoga mat. I am s beginner-intermediate. For me, it has the right mixture of thickness and firmness, and some stickiness to keep me from sliding. I also think it is a lot of fun to have so many color choices.",1
JUNK!!! AVOID!!!,"This is a cheap piece of crap, plain and simple. Don't waste your money. Mine is already cracked all the way through after only a few months of normal usage. The 15 year-old blender I resurrected is still great and going strong, so I'm going to order that 6-piece Oster replacement set for about $14 and see if *that* part is any better. I don't need anything else in the set, but that's the only other way on Amazon to get this base replacement part. Hopefully it's not the exact same thing -- some of the reviews of that product suggest it might be better quality. I'll report once it arrives.",0
Superfluous racial epithets ruin any movie.,"As a suspense movie, I guess it was mildly entertaining: it had the criminals we applaud and the plot turns we hope for, sort of, but I can't understand, especially in today's culture, how Mamet (who knows a little something about racism) would think it witty to incorporate lines like ""as long as a chinaman's name"" or ""cute as a Chinese baby"" (when referring to something clearly NOT cute) into the already flimsy script. If you have to resort to lines like that, perhaps it's time to hang it up.",0
50/50 Fifties,"The concept was an interesting one: half the album pop, half rock & roll. It turns out a miserable failure however because these ARE NOT the original recordings, but annoyingly mediocre remakes.Disc good for indoor frisbee only. (zero stars)",0
spider box,"The spider on the spring was not glued on when i opened it. But what can you expect for $1.50. Maybe a 5 year old would think its funny, thats about it. Very cheap!!!!! Sorry Magic Mirror",0
Does not fit on my Hitatchi C10FC miter saw,"I purchased the Hitatchi C10FC miter saw that did not come with extensions so I ordered these. The holes on the saw do not match the width of these extensions. The holes on the saw are much wider so I am not sure if this was a recent change to this model of saw or these extensions changed. I am still looking for the proper extensions for this saw. As the other reviews said, the extensions SHOULD have been included with this saw.",0
Seems Like a Beta Version,"Frequent lock-ups and total system crashes. This is the only (retail) software that I've experienced these problems with since the days of DOS. When it is running there are quite a few details that give the impression it is a beta version that was never completely finished before hitting the shelves.EA tech support operates under the ""no not us, somebody else"" method of problem solution.",0
one of the best films of the 70's,"Movies like this don't come around often enough. This is truly one of the best movies of the 70's. Yet it seems somewhat overlooked by the general populace. Most people have never heard even of it. So if it's your first time watch it then tell all your friends about it. The DVD is good quality as well. This is the best i've seen the movie look. I can't tell you after all the years of watching the vhs version then suddenly seeing it on dvd, I must've commented to my friend a hundred times during the movie on how good it looked.",1
the best,"better than any other book out there on anxiety. very illuminating- if you have anxiety, then read it. give to others around you so that they can try and see the world in the way that you do.",1
DIVERSION SAFES,"THIS IS A VERY COOL DIVERSION SAVE. MADE FROM A REAL BOOK. GREAT FOR CASH AND SMALLER ITEMS. GREAT PRODUCT!!!2-Book Safes, Diversion Safe made with a Real Book",1
IBM T30 Replacement Battery,"I purchased this replacement battery with the idea that my orginal battery had lost some of its charging capacity. My maximum usable time unplugged was averaging around 20 minutes. After receiving my new battery and ensuring that it had a complete charge, I was very much dissappointed with the incremental improvement as I had only gained and additional 10 minutes.I would not recommend this product as the price far out ways the benefits.I can't believe that there is not an extended battery out there for these T30 models?",0
(YAWN!!!) Zzzzzzzzzzzzzzzzzzzzzz,"Bunch of BUNK!! Fell asleep part ways into it. Woke up during it, and sadly watched it to it's (glad it's finally over) end. Conclusion: 88 minutes of wasted life I'll never get back. If you wish to lose 88 minutes of your life, do yourself a favor and just sit outside watching your grass grow.",0
